path,tm_id,source,category_id,doc_id
glyph_crops_merged_by_tm/TM_60732/4191_31955_cat23__opencv.jpg,TM_60732,opencv,23,4191_31955
glyph_crops_merged_by_tm/TM_60732/4145_53_cat45__kornia.jpg,TM_60732,kornia,45,4145_53
glyph_crops_merged_by_tm/TM_60732/4097_75_cat212__kornia.jpg,TM_60732,kornia,212,4097_75
glyph_crops_merged_by_tm/TM_60732/4145_68_cat201__kornia.jpg,TM_60732,kornia,201,4145_68
glyph_crops_merged_by_tm/TM_60732/4097_31534_cat14__opencv.jpg,TM_60732,opencv,14,4097_31534
glyph_crops_merged_by_tm/TM_60732/4097_66_cat150__kornia.jpg,TM_60732,kornia,150,4097_66
glyph_crops_merged_by_tm/TM_60732/4158_32044_cat225__opencv.jpg,TM_60732,opencv,225,4158_32044
glyph_crops_merged_by_tm/TM_60732/4166_31407_cat119__opencv.jpg,TM_60732,opencv,119,4166_31407
glyph_crops_merged_by_tm/TM_60732/4097_149_cat107__kornia.jpg,TM_60732,kornia,107,4097_149
glyph_crops_merged_by_tm/TM_60732/4097_31491_cat150__opencv.jpg,TM_60732,opencv,150,4097_31491
glyph_crops_merged_by_tm/TM_60732/4158_51_cat225__kornia.jpg,TM_60732,kornia,225,4158_51
glyph_crops_merged_by_tm/TM_60732/4166_58_cat119__kornia.jpg,TM_60732,kornia,119,4166_58
glyph_crops_merged_by_tm/TM_60732/4158_78_cat119__kornia.jpg,TM_60732,kornia,119,4158_78
glyph_crops_merged_by_tm/TM_60732/4158_32008_cat212__opencv.jpg,TM_60732,opencv,212,4158_32008
glyph_crops_merged_by_tm/TM_60732/4097_15_cat111__kornia.jpg,TM_60732,kornia,111,4097_15
glyph_crops_merged_by_tm/TM_60732/7139_32_cat201__kornia.jpg,TM_60732,kornia,201,7139_32
glyph_crops_merged_by_tm/TM_60732/4097_56_cat161__kornia.jpg,TM_60732,kornia,161,4097_56
glyph_crops_merged_by_tm/TM_60732/4166_31369_cat212__opencv.jpg,TM_60732,opencv,212,4166_31369
glyph_crops_merged_by_tm/TM_60732/4158_32034_cat201__opencv.jpg,TM_60732,opencv,201,4158_32034
glyph_crops_merged_by_tm/TM_60732/4097_133_cat150__kornia.jpg,TM_60732,kornia,150,4097_133
glyph_crops_merged_by_tm/TM_60732/4097_31499_cat59__opencv.jpg,TM_60732,opencv,59,4097_31499
glyph_crops_merged_by_tm/TM_60732/4097_31539_cat14__opencv.jpg,TM_60732,opencv,14,4097_31539
glyph_crops_merged_by_tm/TM_60732/7139_32160_cat100__opencv.jpg,TM_60732,opencv,100,7139_32160
glyph_crops_merged_by_tm/TM_60732/7139_2_cat23__kornia.jpg,TM_60732,kornia,23,7139_2
glyph_crops_merged_by_tm/TM_60732/4097_31478_cat100__opencv.jpg,TM_60732,opencv,100,4097_31478
glyph_crops_merged_by_tm/TM_60732/4097_10_cat45__kornia.jpg,TM_60732,kornia,45,4097_10
glyph_crops_merged_by_tm/TM_60732/4097_31606_cat14__opencv.jpg,TM_60732,opencv,14,4097_31606
glyph_crops_merged_by_tm/TM_60732/4145_31664_cat8__opencv.jpg,TM_60732,opencv,8,4145_31664
glyph_crops_merged_by_tm/TM_60732/4097_130_cat100__kornia.jpg,TM_60732,kornia,100,4097_130
glyph_crops_merged_by_tm/TM_60732/7139_27_cat59__kornia.jpg,TM_60732,kornia,59,7139_27
glyph_crops_merged_by_tm/TM_60732/4145_42_cat212__kornia.jpg,TM_60732,kornia,212,4145_42
glyph_crops_merged_by_tm/TM_60732/4158_73_cat186__kornia.jpg,TM_60732,kornia,186,4158_73
glyph_crops_merged_by_tm/TM_60732/4158_43_cat212__kornia.jpg,TM_60732,kornia,212,4158_43
glyph_crops_merged_by_tm/TM_60732/4145_65_cat161__kornia.jpg,TM_60732,kornia,161,4145_65
glyph_crops_merged_by_tm/TM_60732/4166_64_cat23__kornia.jpg,TM_60732,kornia,23,4166_64
glyph_crops_merged_by_tm/TM_60732/4158_88_cat212__kornia.jpg,TM_60732,kornia,212,4158_88
glyph_crops_merged_by_tm/TM_60732/4097_141_cat212__kornia.jpg,TM_60732,kornia,212,4097_141
glyph_crops_merged_by_tm/TM_60732/4158_31965_cat186__opencv.jpg,TM_60732,opencv,186,4158_31965
glyph_crops_merged_by_tm/TM_60732/4097_31557_cat119__opencv.jpg,TM_60732,opencv,119,4097_31557
glyph_crops_merged_by_tm/TM_60732/4158_62_cat59__kornia.jpg,TM_60732,kornia,59,4158_62
glyph_crops_merged_by_tm/TM_60732/4158_32055_cat120__opencv.jpg,TM_60732,opencv,120,4158_32055
glyph_crops_merged_by_tm/TM_60732/4097_74_cat169__kornia.jpg,TM_60732,kornia,169,4097_74
glyph_crops_merged_by_tm/TM_60732/4158_31963_cat150__opencv.jpg,TM_60732,opencv,150,4158_31963
glyph_crops_merged_by_tm/TM_60732/7139_10_cat120__kornia.jpg,TM_60732,kornia,120,7139_10
glyph_crops_merged_by_tm/TM_60732/4166_31419_cat17__opencv.jpg,TM_60732,opencv,17,4166_31419
glyph_crops_merged_by_tm/TM_60732/7139_32161_cat212__opencv.jpg,TM_60732,opencv,212,7139_32161
glyph_crops_merged_by_tm/TM_60732/4166_31395_cat33__opencv.jpg,TM_60732,opencv,33,4166_31395
glyph_crops_merged_by_tm/TM_60732/4097_67_cat8__kornia.jpg,TM_60732,kornia,8,4097_67
glyph_crops_merged_by_tm/TM_60732/7139_9_cat201__kornia.jpg,TM_60732,kornia,201,7139_9
glyph_crops_merged_by_tm/TM_60732/7139_32157_cat177__opencv.jpg,TM_60732,opencv,177,7139_32157
glyph_crops_merged_by_tm/TM_60732/4191_14_cat120__kornia.jpg,TM_60732,kornia,120,4191_14
glyph_crops_merged_by_tm/TM_60732/4097_31555_cat14__opencv.jpg,TM_60732,opencv,14,4097_31555
glyph_crops_merged_by_tm/TM_60732/4158_81_cat23__kornia.jpg,TM_60732,kornia,23,4158_81
glyph_crops_merged_by_tm/TM_60732/4097_31495_cat23__opencv.jpg,TM_60732,opencv,23,4097_31495
glyph_crops_merged_by_tm/TM_60732/4145_31690_cat201__opencv.jpg,TM_60732,opencv,201,4145_31690
glyph_crops_merged_by_tm/TM_60732/4097_31566_cat45__opencv.jpg,TM_60732,opencv,45,4097_31566
glyph_crops_merged_by_tm/TM_60732/7139_32134_cat23__opencv.jpg,TM_60732,opencv,23,7139_32134
glyph_crops_merged_by_tm/TM_60732/4097_46_cat119__kornia.jpg,TM_60732,kornia,119,4097_46
glyph_crops_merged_by_tm/TM_60732/4097_31496_cat119__opencv.jpg,TM_60732,opencv,119,4097_31496
glyph_crops_merged_by_tm/TM_60732/4166_1_cat100__kornia.jpg,TM_60732,kornia,100,4166_1
glyph_crops_merged_by_tm/TM_60732/4166_8_cat77__kornia.jpg,TM_60732,kornia,77,4166_8
glyph_crops_merged_by_tm/TM_60732/4145_12_cat23__kornia.jpg,TM_60732,kornia,23,4145_12
glyph_crops_merged_by_tm/TM_60732/4097_168_cat23__kornia.jpg,TM_60732,kornia,23,4097_168
glyph_crops_merged_by_tm/TM_60732/4097_80_cat150__kornia.jpg,TM_60732,kornia,150,4097_80
glyph_crops_merged_by_tm/TM_60732/4145_8_cat120__kornia.jpg,TM_60732,kornia,120,4145_8
glyph_crops_merged_by_tm/TM_60732/4145_31738_cat150__opencv.jpg,TM_60732,opencv,150,4145_31738
glyph_crops_merged_by_tm/TM_60732/4191_31948_cat225__opencv.jpg,TM_60732,opencv,225,4191_31948
glyph_crops_merged_by_tm/TM_60732/4158_32072_cat161__opencv.jpg,TM_60732,opencv,161,4158_32072
glyph_crops_merged_by_tm/TM_60732/4158_75_cat23__kornia.jpg,TM_60732,kornia,23,4158_75
glyph_crops_merged_by_tm/TM_60732/4097_54_cat225__kornia.jpg,TM_60732,kornia,225,4097_54
glyph_crops_merged_by_tm/TM_60732/4097_170_cat111__kornia.jpg,TM_60732,kornia,111,4097_170
glyph_crops_merged_by_tm/TM_60732/4097_11_cat225__kornia.jpg,TM_60732,kornia,225,4097_11
glyph_crops_merged_by_tm/TM_60732/4158_32016_cat212__opencv.jpg,TM_60732,opencv,212,4158_32016
glyph_crops_merged_by_tm/TM_60732/4097_70_cat14__kornia.jpg,TM_60732,kornia,14,4097_70
glyph_crops_merged_by_tm/TM_60732/4097_31486_cat120__opencv.jpg,TM_60732,opencv,120,4097_31486
glyph_crops_merged_by_tm/TM_60732/4097_31461_cat8__opencv.jpg,TM_60732,opencv,8,4097_31461
glyph_crops_merged_by_tm/TM_60732/4166_21_cat212__kornia.jpg,TM_60732,kornia,212,4166_21
glyph_crops_merged_by_tm/TM_60732/4191_31958_cat120__opencv.jpg,TM_60732,opencv,120,4191_31958
glyph_crops_merged_by_tm/TM_60732/4097_28_cat23__kornia.jpg,TM_60732,kornia,23,4097_28
glyph_crops_merged_by_tm/TM_60732/7139_32128_cat100__opencv.jpg,TM_60732,opencv,100,7139_32128
glyph_crops_merged_by_tm/TM_60732/4145_31692_cat225__opencv.jpg,TM_60732,opencv,225,4145_31692
glyph_crops_merged_by_tm/TM_60732/4191_13_cat107__kornia.jpg,TM_60732,kornia,107,4191_13
glyph_crops_merged_by_tm/TM_60732/7139_32120_cat59__opencv.jpg,TM_60732,opencv,59,7139_32120
glyph_crops_merged_by_tm/TM_60732/4158_67_cat177__kornia.jpg,TM_60732,kornia,177,4158_67
glyph_crops_merged_by_tm/TM_60732/4145_31726_cat177__opencv.jpg,TM_60732,opencv,177,4145_31726
glyph_crops_merged_by_tm/TM_60732/4097_87_cat45__kornia.jpg,TM_60732,kornia,45,4097_87
glyph_crops_merged_by_tm/TM_60732/4158_31980_cat119__opencv.jpg,TM_60732,opencv,119,4158_31980
glyph_crops_merged_by_tm/TM_60732/4158_36_cat201__kornia.jpg,TM_60732,kornia,201,4158_36
glyph_crops_merged_by_tm/TM_60732/4145_48_cat23__kornia.jpg,TM_60732,kornia,23,4145_48
glyph_crops_merged_by_tm/TM_60732/4097_31595_cat177__opencv.jpg,TM_60732,opencv,177,4097_31595
glyph_crops_merged_by_tm/TM_60732/4097_31522_cat120__opencv.jpg,TM_60732,opencv,120,4097_31522
glyph_crops_merged_by_tm/TM_60732/4097_97_cat107__kornia.jpg,TM_60732,kornia,107,4097_97
glyph_crops_merged_by_tm/TM_60732/4158_32002_cat8__opencv.jpg,TM_60732,opencv,8,4158_32002
glyph_crops_merged_by_tm/TM_60732/4097_23_cat111__kornia.jpg,TM_60732,kornia,111,4097_23
glyph_crops_merged_by_tm/TM_60732/4097_31521_cat14__opencv.jpg,TM_60732,opencv,14,4097_31521
glyph_crops_merged_by_tm/TM_60732/4097_151_cat150__kornia.jpg,TM_60732,kornia,150,4097_151
glyph_crops_merged_by_tm/TM_60732/4097_31542_cat23__opencv.jpg,TM_60732,opencv,23,4097_31542
glyph_crops_merged_by_tm/TM_60732/4145_31666_cat107__opencv.jpg,TM_60732,opencv,107,4145_31666
glyph_crops_merged_by_tm/TM_60732/4097_31489_cat23__opencv.jpg,TM_60732,opencv,23,4097_31489
glyph_crops_merged_by_tm/TM_60732/4145_70_cat177__kornia.jpg,TM_60732,kornia,177,4145_70
glyph_crops_merged_by_tm/TM_60732/4145_77_cat23__kornia.jpg,TM_60732,kornia,23,4145_77
glyph_crops_merged_by_tm/TM_60732/4158_12_cat201__kornia.jpg,TM_60732,kornia,201,4158_12
glyph_crops_merged_by_tm/TM_60732/4158_0_cat8__kornia.jpg,TM_60732,kornia,8,4158_0
glyph_crops_merged_by_tm/TM_60732/4097_31558_cat119__opencv.jpg,TM_60732,opencv,119,4097_31558
glyph_crops_merged_by_tm/TM_60732/4158_32035_cat177__opencv.jpg,TM_60732,opencv,177,4158_32035
glyph_crops_merged_by_tm/TM_60732/4166_76_cat45__kornia.jpg,TM_60732,kornia,45,4166_76
glyph_crops_merged_by_tm/TM_60732/4097_31551_cat77__opencv.jpg,TM_60732,opencv,77,4097_31551
glyph_crops_merged_by_tm/TM_60732/7139_32107_cat201__opencv.jpg,TM_60732,opencv,201,7139_32107
glyph_crops_merged_by_tm/TM_60732/4097_31466_cat119__opencv.jpg,TM_60732,opencv,119,4097_31466
glyph_crops_merged_by_tm/TM_60732/4097_123_cat8__kornia.jpg,TM_60732,kornia,8,4097_123
glyph_crops_merged_by_tm/TM_60732/4097_117_cat23__kornia.jpg,TM_60732,kornia,23,4097_117
glyph_crops_merged_by_tm/TM_60732/4097_84_cat14__kornia.jpg,TM_60732,kornia,14,4097_84
glyph_crops_merged_by_tm/TM_60732/4166_3_cat59__kornia.jpg,TM_60732,kornia,59,4166_3
glyph_crops_merged_by_tm/TM_60732/4097_48_cat119__kornia.jpg,TM_60732,kornia,119,4097_48
glyph_crops_merged_by_tm/TM_60732/4097_31633_cat201__opencv.jpg,TM_60732,opencv,201,4097_31633
glyph_crops_merged_by_tm/TM_60732/4097_31583_cat161__opencv.jpg,TM_60732,opencv,161,4097_31583
glyph_crops_merged_by_tm/TM_60732/4097_89_cat14__kornia.jpg,TM_60732,kornia,14,4097_89
glyph_crops_merged_by_tm/TM_60732/7139_32142_cat186__opencv.jpg,TM_60732,opencv,186,7139_32142
glyph_crops_merged_by_tm/TM_60732/7139_56_cat150__kornia.jpg,TM_60732,kornia,150,7139_56
glyph_crops_merged_by_tm/TM_60732/4166_71_cat8__kornia.jpg,TM_60732,kornia,8,4166_71
glyph_crops_merged_by_tm/TM_60732/4097_31579_cat8__opencv.jpg,TM_60732,opencv,8,4097_31579
glyph_crops_merged_by_tm/TM_60732/4191_9_cat150__kornia.jpg,TM_60732,kornia,150,4191_9
glyph_crops_merged_by_tm/TM_60732/4158_60_cat23__kornia.jpg,TM_60732,kornia,23,4158_60
glyph_crops_merged_by_tm/TM_60732/4158_92_cat14__kornia.jpg,TM_60732,kornia,14,4158_92
glyph_crops_merged_by_tm/TM_60732/4166_14_cat8__kornia.jpg,TM_60732,kornia,8,4166_14
glyph_crops_merged_by_tm/TM_60732/4191_0_cat119__kornia.jpg,TM_60732,kornia,119,4191_0
glyph_crops_merged_by_tm/TM_60732/4158_94_cat14__kornia.jpg,TM_60732,kornia,14,4158_94
glyph_crops_merged_by_tm/TM_60732/4166_60_cat186__kornia.jpg,TM_60732,kornia,186,4166_60
glyph_crops_merged_by_tm/TM_60732/4145_31676_cat225__opencv.jpg,TM_60732,opencv,225,4145_31676
glyph_crops_merged_by_tm/TM_60732/4097_31527_cat23__opencv.jpg,TM_60732,opencv,23,4097_31527
glyph_crops_merged_by_tm/TM_60732/4097_31639_cat111__opencv.jpg,TM_60732,opencv,111,4097_31639
glyph_crops_merged_by_tm/TM_60732/4166_31367_cat150__opencv.jpg,TM_60732,opencv,150,4166_31367
glyph_crops_merged_by_tm/TM_60732/4166_18_cat150__kornia.jpg,TM_60732,kornia,150,4166_18
glyph_crops_merged_by_tm/TM_60732/4166_74_cat45__kornia.jpg,TM_60732,kornia,45,4166_74
glyph_crops_merged_by_tm/TM_60732/4097_113_cat45__kornia.jpg,TM_60732,kornia,45,4097_113
glyph_crops_merged_by_tm/TM_60732/4158_31972_cat212__opencv.jpg,TM_60732,opencv,212,4158_31972
glyph_crops_merged_by_tm/TM_60732/7139_32139_cat23__opencv.jpg,TM_60732,opencv,23,7139_32139
glyph_crops_merged_by_tm/TM_60732/4097_31463_cat111__opencv.jpg,TM_60732,opencv,111,4097_31463
glyph_crops_merged_by_tm/TM_60732/4166_10_cat225__kornia.jpg,TM_60732,kornia,225,4166_10
glyph_crops_merged_by_tm/TM_60732/4145_15_cat225__kornia.jpg,TM_60732,kornia,225,4145_15
glyph_crops_merged_by_tm/TM_60732/4145_39_cat8__kornia.jpg,TM_60732,kornia,8,4145_39
glyph_crops_merged_by_tm/TM_60732/4158_32_cat119__kornia.jpg,TM_60732,kornia,119,4158_32
glyph_crops_merged_by_tm/TM_60732/4158_40_cat8__kornia.jpg,TM_60732,kornia,8,4158_40
glyph_crops_merged_by_tm/TM_60732/7139_26_cat59__kornia.jpg,TM_60732,kornia,59,7139_26
glyph_crops_merged_by_tm/TM_60732/4166_31400_cat150__opencv.jpg,TM_60732,opencv,150,4166_31400
glyph_crops_merged_by_tm/TM_60732/4145_31707_cat119__opencv.jpg,TM_60732,opencv,119,4145_31707
glyph_crops_merged_by_tm/TM_60732/7139_32121_cat59__opencv.jpg,TM_60732,opencv,59,7139_32121
glyph_crops_merged_by_tm/TM_60732/4158_32060_cat8__opencv.jpg,TM_60732,opencv,8,4158_32060
glyph_crops_merged_by_tm/TM_60732/4158_32082_cat14__opencv.jpg,TM_60732,opencv,14,4158_32082
glyph_crops_merged_by_tm/TM_60732/4097_135_cat8__kornia.jpg,TM_60732,kornia,8,4097_135
glyph_crops_merged_by_tm/TM_60732/7139_32156_cat45__opencv.jpg,TM_60732,opencv,45,7139_32156
glyph_crops_merged_by_tm/TM_60732/4158_32058_cat212__opencv.jpg,TM_60732,opencv,212,4158_32058
glyph_crops_merged_by_tm/TM_60732/7139_30_cat201__kornia.jpg,TM_60732,kornia,201,7139_30
glyph_crops_merged_by_tm/TM_60732/7139_14_cat144__kornia.jpg,TM_60732,kornia,144,7139_14
glyph_crops_merged_by_tm/TM_60732/4097_76_cat8__kornia.jpg,TM_60732,kornia,8,4097_76
glyph_crops_merged_by_tm/TM_60732/4166_31399_cat119__opencv.jpg,TM_60732,opencv,119,4166_31399
glyph_crops_merged_by_tm/TM_60732/4158_23_cat8__kornia.jpg,TM_60732,kornia,8,4158_23
glyph_crops_merged_by_tm/TM_60732/4158_32013_cat23__opencv.jpg,TM_60732,opencv,23,4158_32013
glyph_crops_merged_by_tm/TM_60732/4097_31497_cat212__opencv.jpg,TM_60732,opencv,212,4097_31497
glyph_crops_merged_by_tm/TM_60732/7139_47_cat23__kornia.jpg,TM_60732,kornia,23,7139_47
glyph_crops_merged_by_tm/TM_60732/4097_31561_cat100__opencv.jpg,TM_60732,opencv,100,4097_31561
glyph_crops_merged_by_tm/TM_60732/4097_31457_cat23__opencv.jpg,TM_60732,opencv,23,4097_31457
glyph_crops_merged_by_tm/TM_60732/4145_31729_cat23__opencv.jpg,TM_60732,opencv,23,4145_31729
glyph_crops_merged_by_tm/TM_60732/4158_32020_cat59__opencv.jpg,TM_60732,opencv,59,4158_32020
glyph_crops_merged_by_tm/TM_60732/4191_31946_cat201__opencv.jpg,TM_60732,opencv,201,4191_31946
glyph_crops_merged_by_tm/TM_60732/4158_18_cat201__kornia.jpg,TM_60732,kornia,201,4158_18
glyph_crops_merged_by_tm/TM_60732/4158_32062_cat14__opencv.jpg,TM_60732,opencv,14,4158_32062
glyph_crops_merged_by_tm/TM_60732/4097_31619_cat59__opencv.jpg,TM_60732,opencv,59,4097_31619
glyph_crops_merged_by_tm/TM_60732/4097_31473_cat212__opencv.jpg,TM_60732,opencv,212,4097_31473
glyph_crops_merged_by_tm/TM_60732/7139_32153_cat120__opencv.jpg,TM_60732,opencv,120,7139_32153
glyph_crops_merged_by_tm/TM_60732/7139_68_cat120__kornia.jpg,TM_60732,kornia,120,7139_68
glyph_crops_merged_by_tm/TM_60732/4097_137_cat23__kornia.jpg,TM_60732,kornia,23,4097_137
glyph_crops_merged_by_tm/TM_60732/4158_90_cat8__kornia.jpg,TM_60732,kornia,8,4158_90
glyph_crops_merged_by_tm/TM_60732/4166_2_cat8__kornia.jpg,TM_60732,kornia,8,4166_2
glyph_crops_merged_by_tm/TM_60732/4097_125_cat119__kornia.jpg,TM_60732,kornia,119,4097_125
glyph_crops_merged_by_tm/TM_60732/4166_31415_cat23__opencv.jpg,TM_60732,opencv,23,4166_31415
glyph_crops_merged_by_tm/TM_60732/4158_32023_cat119__opencv.jpg,TM_60732,opencv,119,4158_32023
glyph_crops_merged_by_tm/TM_60732/4158_4_cat107__kornia.jpg,TM_60732,kornia,107,4158_4
glyph_crops_merged_by_tm/TM_60732/4097_142_cat100__kornia.jpg,TM_60732,kornia,100,4097_142
glyph_crops_merged_by_tm/TM_60732/4191_17_cat225__kornia.jpg,TM_60732,kornia,225,4191_17
glyph_crops_merged_by_tm/TM_60732/4097_31480_cat23__opencv.jpg,TM_60732,opencv,23,4097_31480
glyph_crops_merged_by_tm/TM_60732/4097_31514_cat59__opencv.jpg,TM_60732,opencv,59,4097_31514
glyph_crops_merged_by_tm/TM_60732/4158_95_cat177__kornia.jpg,TM_60732,kornia,177,4158_95
glyph_crops_merged_by_tm/TM_60732/4158_32049_cat225__opencv.jpg,TM_60732,opencv,225,4158_32049
glyph_crops_merged_by_tm/TM_60732/4097_73_cat120__kornia.jpg,TM_60732,kornia,120,4097_73
glyph_crops_merged_by_tm/TM_60732/4166_31437_cat212__opencv.jpg,TM_60732,opencv,212,4166_31437
glyph_crops_merged_by_tm/TM_60732/4166_31425_cat33__opencv.jpg,TM_60732,opencv,33,4166_31425
glyph_crops_merged_by_tm/TM_60732/4166_55_cat201__kornia.jpg,TM_60732,kornia,201,4166_55
glyph_crops_merged_by_tm/TM_60732/7139_32123_cat212__opencv.jpg,TM_60732,opencv,212,7139_32123
glyph_crops_merged_by_tm/TM_60732/4166_31409_cat186__opencv.jpg,TM_60732,opencv,186,4166_31409
glyph_crops_merged_by_tm/TM_60732/4097_31608_cat45__opencv.jpg,TM_60732,opencv,45,4097_31608
glyph_crops_merged_by_tm/TM_60732/4097_31477_cat14__opencv.jpg,TM_60732,opencv,14,4097_31477
glyph_crops_merged_by_tm/TM_60732/4145_31662_cat120__opencv.jpg,TM_60732,opencv,120,4145_31662
glyph_crops_merged_by_tm/TM_60732/4145_10_cat14__kornia.jpg,TM_60732,kornia,14,4145_10
glyph_crops_merged_by_tm/TM_60732/4158_32086_cat59__opencv.jpg,TM_60732,opencv,59,4158_32086
glyph_crops_merged_by_tm/TM_60732/4097_171_cat14__kornia.jpg,TM_60732,kornia,14,4097_171
glyph_crops_merged_by_tm/TM_60732/4145_31708_cat59__opencv.jpg,TM_60732,opencv,59,4145_31708
glyph_crops_merged_by_tm/TM_60732/4097_31553_cat45__opencv.jpg,TM_60732,opencv,45,4097_31553
glyph_crops_merged_by_tm/TM_60732/4158_31999_cat23__opencv.jpg,TM_60732,opencv,23,4158_31999
glyph_crops_merged_by_tm/TM_60732/7139_32095_cat120__opencv.jpg,TM_60732,opencv,120,7139_32095
glyph_crops_merged_by_tm/TM_60732/4158_29_cat212__kornia.jpg,TM_60732,kornia,212,4158_29
glyph_crops_merged_by_tm/TM_60732/4158_32092_cat119__opencv.jpg,TM_60732,opencv,119,4158_32092
glyph_crops_merged_by_tm/TM_60732/7139_32137_cat107__opencv.jpg,TM_60732,opencv,107,7139_32137
glyph_crops_merged_by_tm/TM_60732/4158_89_cat8__kornia.jpg,TM_60732,kornia,8,4158_89
glyph_crops_merged_by_tm/TM_60732/4166_31392_cat119__opencv.jpg,TM_60732,opencv,119,4166_31392
glyph_crops_merged_by_tm/TM_60732/4097_72_cat14__kornia.jpg,TM_60732,kornia,14,4097_72
glyph_crops_merged_by_tm/TM_60732/4097_31623_cat186__opencv.jpg,TM_60732,opencv,186,4097_31623
glyph_crops_merged_by_tm/TM_60732/4166_31386_cat212__opencv.jpg,TM_60732,opencv,212,4166_31386
glyph_crops_merged_by_tm/TM_60732/4097_90_cat107__kornia.jpg,TM_60732,kornia,107,4097_90
glyph_crops_merged_by_tm/TM_60732/4145_31733_cat177__opencv.jpg,TM_60732,opencv,177,4145_31733
glyph_crops_merged_by_tm/TM_60732/4145_28_cat119__kornia.jpg,TM_60732,kornia,119,4145_28
glyph_crops_merged_by_tm/TM_60732/4166_69_cat14__kornia.jpg,TM_60732,kornia,14,4166_69
glyph_crops_merged_by_tm/TM_60732/4097_63_cat8__kornia.jpg,TM_60732,kornia,8,4097_63
glyph_crops_merged_by_tm/TM_60732/4145_67_cat14__kornia.jpg,TM_60732,kornia,14,4145_67
glyph_crops_merged_by_tm/TM_60732/4166_31408_cat201__opencv.jpg,TM_60732,opencv,201,4166_31408
glyph_crops_merged_by_tm/TM_60732/7139_32168_cat23__opencv.jpg,TM_60732,opencv,23,7139_32168
glyph_crops_merged_by_tm/TM_60732/4097_31530_cat150__opencv.jpg,TM_60732,opencv,150,4097_31530
glyph_crops_merged_by_tm/TM_60732/4158_32040_cat23__opencv.jpg,TM_60732,opencv,23,4158_32040
glyph_crops_merged_by_tm/TM_60732/4097_31590_cat212__opencv.jpg,TM_60732,opencv,212,4097_31590
glyph_crops_merged_by_tm/TM_60732/4097_140_cat14__kornia.jpg,TM_60732,kornia,14,4097_140
glyph_crops_merged_by_tm/TM_60732/7139_53_cat169__kornia.jpg,TM_60732,kornia,169,7139_53
glyph_crops_merged_by_tm/TM_60732/4097_31638_cat225__opencv.jpg,TM_60732,opencv,225,4097_31638
glyph_crops_merged_by_tm/TM_60732/4097_31574_cat8__opencv.jpg,TM_60732,opencv,8,4097_31574
glyph_crops_merged_by_tm/TM_60732/4145_31719_cat14__opencv.jpg,TM_60732,opencv,14,4145_31719
glyph_crops_merged_by_tm/TM_60732/4097_153_cat45__kornia.jpg,TM_60732,kornia,45,4097_153
glyph_crops_merged_by_tm/TM_60732/4166_82_cat150__kornia.jpg,TM_60732,kornia,150,4166_82
glyph_crops_merged_by_tm/TM_60732/4097_31550_cat161__opencv.jpg,TM_60732,opencv,161,4097_31550
glyph_crops_merged_by_tm/TM_60732/4166_31350_cat100__opencv.jpg,TM_60732,opencv,100,4166_31350
glyph_crops_merged_by_tm/TM_60732/4097_5_cat23__kornia.jpg,TM_60732,kornia,23,4097_5
glyph_crops_merged_by_tm/TM_60732/4097_31515_cat150__opencv.jpg,TM_60732,opencv,150,4097_31515
glyph_crops_merged_by_tm/TM_60732/4145_31667_cat150__opencv.jpg,TM_60732,opencv,150,4145_31667
glyph_crops_merged_by_tm/TM_60732/4145_31683_cat119__opencv.jpg,TM_60732,opencv,119,4145_31683
glyph_crops_merged_by_tm/TM_60732/4191_31959_cat33__opencv.jpg,TM_60732,opencv,33,4191_31959
glyph_crops_merged_by_tm/TM_60732/7139_40_cat23__kornia.jpg,TM_60732,kornia,23,7139_40
glyph_crops_merged_by_tm/TM_60732/7139_29_cat212__kornia.jpg,TM_60732,kornia,212,7139_29
glyph_crops_merged_by_tm/TM_60732/4158_58_cat119__kornia.jpg,TM_60732,kornia,119,4158_58
glyph_crops_merged_by_tm/TM_60732/4097_3_cat120__kornia.jpg,TM_60732,kornia,120,4097_3
glyph_crops_merged_by_tm/TM_60732/7139_46_cat107__kornia.jpg,TM_60732,kornia,107,7139_46
glyph_crops_merged_by_tm/TM_60732/7139_65_cat100__kornia.jpg,TM_60732,kornia,100,7139_65
glyph_crops_merged_by_tm/TM_60732/4158_37_cat14__kornia.jpg,TM_60732,kornia,14,4158_37
glyph_crops_merged_by_tm/TM_60732/4145_27_cat119__kornia.jpg,TM_60732,kornia,119,4145_27
glyph_crops_merged_by_tm/TM_60732/4166_31359_cat225__opencv.jpg,TM_60732,opencv,225,4166_31359
glyph_crops_merged_by_tm/TM_60732/4166_53_cat201__kornia.jpg,TM_60732,kornia,201,4166_53
glyph_crops_merged_by_tm/TM_60732/4097_31535_cat150__opencv.jpg,TM_60732,opencv,150,4097_31535
glyph_crops_merged_by_tm/TM_60732/4166_31394_cat8__opencv.jpg,TM_60732,opencv,8,4166_31394
glyph_crops_merged_by_tm/TM_60732/7139_7_cat8__kornia.jpg,TM_60732,kornia,8,7139_7
glyph_crops_merged_by_tm/TM_60732/4097_43_cat150__kornia.jpg,TM_60732,kornia,150,4097_43
glyph_crops_merged_by_tm/TM_60732/4166_11_cat77__kornia.jpg,TM_60732,kornia,77,4166_11
glyph_crops_merged_by_tm/TM_60732/4166_72_cat100__kornia.jpg,TM_60732,kornia,100,4166_72
